"prod_id","product_id","product_name","segment","category","subcategory","unit_price"
1075,OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Home Office,Office Supplies,Paper,55.4800
1076,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Home Office,Furniture,Bookcases,120.9800
1077,OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Corporate,Office Supplies,Envelopes,35.8900
1078,FUR-BO-10003894,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Consumer,Furniture,Bookcases,70.9800
1079,OFF-BI-10002827,Avery Durable Poly Binders,Corporate,Office Supplies,Binders,5.5300
1080,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Consumer,Office Supplies,Envelopes,2.9500
1081,FUR-FU-10002030,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Corporate,Furniture,Furnishings,22.2300
1082,OFF-PA-10004782,Xerox 228,Consumer,Office Supplies,Paper,6.4800
1083,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Corporate,Office Supplies,Paper,6.8800
1084,OFF-BI-10004139,Fellowes Presentation Covers for Comb Binding Machines,Consumer,Office Supplies,Binders,14.5500
1085,OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",Corporate,Office Supplies,Art,2.8800
1086,OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,Corporate,Office Supplies,Appliances,81.3200
1087,TEC-PH-10001300,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Consumer,Technology,Phones,20.9500
1088,TEC-CO-10000971,Hewlett Packard 310 Color Digital Copier,Home Office,Technology,Copiers,299.9900
1089,TEC-PH-10001527,Plantronics MX500i Earset,Home Office,Technology,Phones,42.9500
1090,OFF-PA-10004610,Xerox 1900,Consumer,Office Supplies,Paper,4.2800
1091,OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Home Office,Office Supplies,Paper,7.9800
1092,OFF-LA-10004055,Color-Coded Legal Exhibit Labels,Consumer,Office Supplies,Labels,4.9100
1093,OFF-PA-10003022,Standard Line “While You Were Out” Hardbound Telephone Message Book,Corporate,Office Supplies,Paper,21.9800
1094,OFF-PA-10000029,Xerox 224,Consumer,Office Supplies,Paper,6.4800
1095,FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,Consumer,Furniture,Chairs,135.9900
1096,OFF-BI-10004182,Economy Binders,Home Office,Office Supplies,Binders,2.0800
1097,TEC-PH-10003187,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Consumer,Technology,Phones,19.9900
1098,OFF-AR-10003156,"50 Colored Long Pencils",Corporate,Office Supplies,Art,10.1600
1099,FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",Corporate,Furniture,Bookcases,130.9800
1100,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,Home Office,Furniture,Chairs,150.9800
1101,OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Consumer,Office Supplies,Paper,6.9800
1102,OFF-AR-10000634,Newell 320,Home Office,Office Supplies,Art,4.2800
1103,OFF-AP-10001564,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Corporate,Office Supplies,Appliances,232.5800
1104,OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",Consumer,Office Supplies,Binders,14.4800
1105,OFF-AR-10003481,Newell 348,Corporate,Office Supplies,Art,3.2800
1106,TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,Corporate,Technology,Accessories,29.9900
1107,TEC-PH-10003505,Geemarc AmpliPOWER60,Corporate,Technology,Phones,92.8000
1108,OFF-PA-10000249,Easy-staple paper,Corporate,Office Supplies,Paper,12.2800
1109,OFF-AR-10000122,Newell 314,Corporate,Office Supplies,Art,5.5800
1110,OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,Home Office,Office Supplies,Binders,22.9200
1111,FUR-FU-10002045,"Executive Impressions 14""",Home Office,Furniture,Furnishings,22.2300
1112,OFF-FA-10002815,Staples,Home Office,Office Supplies,Fasteners,4.4400
1113,OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Consumer,Office Supplies,Binders,5.3800
1114,OFF-LA-10000134,Avery 511,Home Office,Office Supplies,Labels,3.0800
1115,OFF-ST-10000885,Fellowes Desktop Hanging File Manager,Corporate,Office Supplies,Storage,13.4300
1116,OFF-PA-10004733,Things To Do Today Spiral Book,Corporate,Office Supplies,Paper,7.9200
1117,OFF-FA-10004838,"Super Bands, 12/Pack",Consumer,Office Supplies,Fasteners,1.8600
1118,TEC-PH-10002789,LG Exalt,Consumer,Technology,Phones,155.9900
1119,OFF-BI-10000546,Avery Durable Binders,Corporate,Office Supplies,Binders,2.8800
1120,OFF-PA-10000743,Xerox 1977,Home Office,Office Supplies,Paper,6.6800
1121,OFF-BI-10002706,Avery Premier Heavy-Duty Binder with Round Locking Rings,Corporate,Office Supplies,Binders,14.2800
1122,OFF-PA-10002606,Xerox 1928,Consumer,Office Supplies,Paper,5.2800
1123,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",Home Office,Office Supplies,Storage,62.1800
1124,OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,Consumer,Office Supplies,Binders,5.4400
1125,OFF-PA-10002986,Xerox 1898,Consumer,Office Supplies,Paper,6.6800
1126,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,Home Office,Office Supplies,Appliances,14.5600
1127,OFF-LA-10003498,Avery 475,Home Office,Office Supplies,Labels,14.8000
1128,FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,Consumer,Furniture,Chairs,150.9800
1129,OFF-PA-10003395,Xerox 1941,Consumer,Office Supplies,Paper,104.8500
1130,OFF-AR-10001860,BIC Liqua Brite Liner,Corporate,Office Supplies,Art,6.9400
1131,TEC-PH-10001795,ClearOne CHATAttach 160 - speaker phone,Home Office,Technology,Phones,619.9900
1132,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Corporate,Furniture,Bookcases,70.9800
1133,OFF-BI-10004230,GBC Recycled Grain Textured Covers,Home Office,Office Supplies,Binders,34.5400
1134,TEC-PH-10003174,RCA ViSYS 25825 Wireless digital phone,Corporate,Technology,Phones,129.9900
1135,OFF-PA-10003625,Xerox 1979,Consumer,Office Supplies,Paper,30.9800
1136,OFF-PA-10000788,Xerox 210,Home Office,Office Supplies,Paper,6.4800
1137,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Corporate,Office Supplies,Paper,4.2800
1138,TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,Consumer,Technology,Accessories,39.9500
1139,OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,Home Office,Office Supplies,Binders,3.3600
1140,OFF-AR-10000315,"Dixon Ticonderoga Maple Cedar Pencil, #2",Corporate,Office Supplies,Art,3.0700
1141,OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Home Office,Office Supplies,Paper,6.3500
1142,TEC-PH-10000673,Plantronics Voyager Pro HD - Bluetooth Headset,Corporate,Technology,Phones,64.9900
1143,OFF-SU-10004782,"Elite 5"" Scissors",Home Office,Office Supplies,Supplies,8.4500
1144,OFF-AR-10001149,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Corporate,Office Supplies,Art,1.9500
1145,OFF-PA-10001622,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Consumer,Office Supplies,Paper,4.5400
1146,OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Home Office,Office Supplies,Storage,16.9100
1147,FUR-FU-10004245,"Career Cubicle Clock, 8 1/4"", Black",Consumer,Furniture,Furnishings,20.2800
1148,OFF-AP-10001303,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Consumer,Office Supplies,Appliances,19.9000
1149,TEC-AC-10004171,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Corporate,Technology,Accessories,99.9900
1150,TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,Home Office,Technology,Accessories,25.0000
1151,OFF-AR-10000390,Newell Chalk Holder,Consumer,Office Supplies,Art,4.1300
1152,FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Consumer,Furniture,Furnishings,209.8400
1153,OFF-ST-10003221,Staple magnet,Consumer,Office Supplies,Storage,10.6800
1154,FUR-FU-10002111,"Master Caster Door Stop, Large Brown",Home Office,Furniture,Furnishings,7.2800
1155,OFF-AR-10000823,Newell 307,Consumer,Office Supplies,Art,1.8200
1156,FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",Consumer,Furniture,Chairs,150.9800
1157,OFF-ST-10002301,Tennsco Commercial Shelving,Home Office,Office Supplies,Storage,20.3400
1158,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,Consumer,Technology,Accessories,36.3200
1159,FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",Consumer,Furniture,Tables,333.3600
1160,OFF-ST-10000798,"2300 Heavy-Duty Transfer File Systems by Perma",Corporate,Office Supplies,Storage,24.9800
1161,FUR-BO-10004360,Rush Hierlooms Collection Rich Wood Bookcases,Corporate,Furniture,Bookcases,160.9800
1162,OFF-BI-10003529,Avery Round Ring Poly Binders,Home Office,Office Supplies,Binders,2.8400
1163,OFF-PA-10001260,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Consumer,Office Supplies,Paper,8.0100
1164,OFF-EN-10003072,Peel & Seel Envelopes,Consumer,Office Supplies,Envelopes,3.8800
1165,TEC-AC-10003237,Memorex Micro Travel Drive 4 GB,Home Office,Technology,Accessories,10.6000
1166,OFF-PA-10001954,Xerox 1964,Consumer,Office Supplies,Paper,22.8400
1167,FUR-FU-10004909,Contemporary Wood/Metal Frame,Consumer,Furniture,Furnishings,16.1600
1168,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Consumer,Furniture,Chairs,285.9800
1169,OFF-PA-10001184,Xerox 1903,Home Office,Office Supplies,Paper,5.9800
1170,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",Home Office,Furniture,Chairs,60.8900
1171,OFF-PA-10004156,Xerox 188,Corporate,Office Supplies,Paper,11.3400
1172,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,Corporate,Technology,Phones,49.9900
1173,OFF-AP-10002222,Staple holder,Corporate,Office Supplies,Appliances,8.6700
1174,TEC-PH-10000984,Panasonic KX-TG9471B,Consumer,Technology,Phones,195.9900
1175,OFF-BI-10002557,Presstex Flexible Ring Binders,Corporate,Office Supplies,Binders,4.5500
1176,OFF-AP-10002082,Holmes HEPA Air Purifier,Consumer,Office Supplies,Appliances,21.7800
1177,OFF-AR-10004272,Newell 308,Corporate,Office Supplies,Art,1.6800
1178,FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,Consumer,Furniture,Furnishings,40.9700
1179,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",Home Office,Office Supplies,Storage,42.7600
1180,OFF-BI-10003707,Aluminum Screw Posts,Corporate,Office Supplies,Binders,15.2600
1181,OFF-PA-10000806,Xerox 1934,Consumer,Office Supplies,Paper,55.9800
1182,OFF-BI-10003876,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Consumer,Office Supplies,Binders,42.8000
1183,OFF-ST-10004835,Plastic Stacking Crates & Casters,Home Office,Office Supplies,Storage,5.5800
1184,TEC-AC-10001445,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,Home Office,Technology,Accessories,3.0300
1185,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Home Office,Office Supplies,Storage,178.4700
1186,OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,Home Office,Office Supplies,Appliances,275.3700
1187,TEC-AC-10001990,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Corporate,Technology,Accessories,59.9900
1188,OFF-AR-10003856,Newell 344,Consumer,Office Supplies,Art,2.7800
1189,FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,Consumer,Furniture,Chairs,90.9900
1190,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",Corporate,Office Supplies,Appliances,8.6200
1191,OFF-PA-10002923,Xerox 1942,Consumer,Office Supplies,Paper,48.9400
1192,FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",Consumer,Furniture,Furnishings,8.0900
1193,FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Home Office,Furniture,Bookcases,81.9400
1194,OFF-PA-10000556,Xerox 208,Home Office,Office Supplies,Paper,6.4800
1195,FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Home Office,Furniture,Tables,286.8500
1196,TEC-MA-10001570,Cisco Desktop Collaboration Experience DX650 IP Video Phone,Consumer,Technology,Machines,96.4500
1197,OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,Corporate,Office Supplies,Appliances,32.4800
1198,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,Corporate,Technology,Accessories,13.0000
1199,TEC-PH-10000923,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Consumer,Technology,Phones,14.9900
1200,FUR-BO-10003404,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",Consumer,Furniture,Bookcases,430.9800
1201,FUR-FU-10001085,"3M Polarizing Light Filter Sleeves",Corporate,Furniture,Furnishings,18.6500
1202,OFF-PA-10000474,Easy-staple paper,Consumer,Office Supplies,Paper,35.4400
1203,OFF-BI-10001543,GBC VeloBinder Manual Binding System,Corporate,Office Supplies,Binders,35.9900
1204,FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",Consumer,Furniture,Furnishings,151.3600
1205,OFF-PA-10000019,Xerox 1931,Consumer,Office Supplies,Paper,6.4800
1206,OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,Corporate,Office Supplies,Storage,20.9800
1207,TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,Home Office,Technology,Accessories,99.9900
1208,FUR-CH-10000988,Hon Olson Stacker Stools,Home Office,Furniture,Chairs,140.8100
1209,OFF-BI-10004654,VariCap6 Expandable Binder,Consumer,Office Supplies,Binders,17.3000
1210,OFF-AR-10002656,Sanford Liquid Accent Highlighters,Consumer,Office Supplies,Art,6.6800
1211,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",Consumer,Furniture,Chairs,60.8900
1212,FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Corporate,Furniture,Furnishings,10.6400
1213,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,Corporate,Office Supplies,Binders,21.9900
1214,OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Corporate,Office Supplies,Binders,15.9900
1215,OFF-PA-10004888,Xerox 217,Consumer,Office Supplies,Paper,6.4800
1216,FUR-FU-10001085,"3M Polarizing Light Filter Sleeves",Consumer,Furniture,Furnishings,18.6500
1217,FUR-CH-10000225,"Global Geo Office Task Chair, Gray",Home Office,Furniture,Chairs,80.9800
1218,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,Home Office,Technology,Accessories,16.3600
1219,TEC-AC-10001542,SanDisk Cruzer 16 GB USB Flash Drive,Home Office,Technology,Accessories,11.4800
1220,FUR-FU-10003798,"Ultra Door Kickplate, 8""H x 34""W",Corporate,Furniture,Furnishings,19.7800
1221,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,Consumer,Office Supplies,Binders,9.1400
1222,OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",Corporate,Office Supplies,Paper,22.8400
1223,TEC-AC-10002331,"Maxell 74 Minute CDR, 10/Pack",Home Office,Technology,Accessories,9.7800
1224,OFF-PA-10000289,Xerox 213,Consumer,Office Supplies,Paper,6.4800
1225,OFF-ST-10000636,Rogers Profile Extra Capacity Storage Tub,Home Office,Office Supplies,Storage,16.7400
1226,TEC-AC-10001114,Microsoft Wireless Mobile Mouse 4000,Home Office,Technology,Accessories,39.9900
1227,FUR-FU-10000175,DAX Wood Document Frame.,Consumer,Furniture,Furnishings,13.7300
1228,OFF-AR-10001761,Avery Hi-Liter Smear-Safe Highlighters,Corporate,Office Supplies,Art,5.8400
1229,TEC-PH-10002447,AT&T CL83451 4-Handset Telephone,Consumer,Technology,Phones,205.9900
1230,FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",Home Office,Furniture,Chairs,38.4800
1231,OFF-PA-10004100,Xerox 216,Home Office,Office Supplies,Paper,6.4800
1232,OFF-LA-10002945,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Home Office,Office Supplies,Labels,6.3000
1233,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",Corporate,Office Supplies,Storage,138.1400
1234,OFF-ST-10002790,Safco Industrial Shelving,Consumer,Office Supplies,Storage,73.8500
1235,FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Corporate,Furniture,Furnishings,10.4000
1236,OFF-AR-10000614,Barrel Sharpener,Home Office,Office Supplies,Art,3.5700
1237,OFF-BI-10000301,GBC Instant Report Kit,Consumer,Office Supplies,Binders,6.4700
1238,OFF-PA-10002923,Xerox 1942,Home Office,Office Supplies,Paper,48.9400
1239,OFF-PA-10003363,Xerox 204,Consumer,Office Supplies,Paper,6.4800
1240,OFF-ST-10003692,Recycled Steel Personal File for Hanging File Folders,Home Office,Office Supplies,Storage,57.2300
1241,OFF-PA-10003797,Xerox 209,Consumer,Office Supplies,Paper,6.4800
1242,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",Corporate,Technology,Phones,36.9900
1243,FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",Corporate,Furniture,Furnishings,4.4800
1244,OFF-BI-10003355,Cardinal Holdit Business Card Pockets,Home Office,Office Supplies,Binders,4.9800
1245,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Consumer,Office Supplies,Storage,91.9900
1246,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Corporate,Office Supplies,Art,37.9800
1247,TEC-MA-10004679,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Consumer,Technology,Machines,332.9500
1248,TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone,Home Office,Technology,Phones,102.5700
1249,OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Home Office,Office Supplies,Binders,7.4500
1250,TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,Corporate,Technology,Phones,5.5000
1251,OFF-AP-10002287,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Consumer,Office Supplies,Appliances,4.3700
1252,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Corporate,Office Supplies,Binders,4.8200
1253,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Home Office,Office Supplies,Labels,30.5300
1254,OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,Corporate,Office Supplies,Binders,169.9900
1256,OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Corporate,Office Supplies,Binders,38.7800
1257,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,Consumer,Furniture,Furnishings,19.9900
1258,OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Home Office,Office Supplies,Supplies,13.9000
1259,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,Home Office,Office Supplies,Art,5.5800
1260,TEC-PH-10004977,GE 30524EE4,Corporate,Technology,Phones,195.9900
1261,OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,Corporate,Office Supplies,Art,2.7400
1262,FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Consumer,Furniture,Furnishings,23.9900
1263,OFF-BI-10003305,Avery Hanging File Binders,Corporate,Office Supplies,Binders,5.9800
1264,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",Home Office,Furniture,Furnishings,12.3500
1265,TEC-PH-10002885,Apple iPhone 5,Consumer,Technology,Phones,649.8300
1266,FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Corporate,Furniture,Furnishings,2.9100
1267,OFF-SU-10001225,Staple remover,Home Office,Office Supplies,Supplies,3.6800
1268,OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,Corporate,Office Supplies,Binders,8.6000
1269,OFF-BI-10002393,Binder Posts,Consumer,Office Supplies,Binders,5.7400
1270,OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,Consumer,Office Supplies,Paper,11.4800
1271,OFF-LA-10004008,Avery 507,Corporate,Office Supplies,Labels,2.8800
1272,OFF-AR-10001988,Bulldog Table or Wall-Mount Pencil Sharpener,Corporate,Office Supplies,Art,5.9900
1273,OFF-FA-10000304,Advantus Push Pins,Corporate,Office Supplies,Fasteners,2.1800
1274,OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Corporate,Office Supplies,Paper,6.6900
1275,OFF-ST-10000649,Hanging Personal Folder File,Corporate,Office Supplies,Storage,15.7000
1276,FUR-FU-10004973,Flat Face Poster Frame,Corporate,Furniture,Furnishings,18.8400
1277,FUR-CH-10000513,High-Back Leather Manager's Chair,Corporate,Furniture,Chairs,129.9900
1278,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Home Office,Furniture,Chairs,243.9800
1279,TEC-PH-10003356,"SmartStand Mobile Device Holder, Assorted Colors",Consumer,Technology,Phones,6.9900
1280,OFF-FA-10002815,Staples,Corporate,Office Supplies,Fasteners,4.4400
1281,OFF-ST-10003994,"Belkin 19"" Center-Weighted Shelf, Gray",Corporate,Office Supplies,Storage,58.9800
1282,FUR-CH-10002084,Hon Mobius Operator's Chair,Corporate,Furniture,Chairs,122.9900
1283,TEC-AC-10004877,Imation 30456 USB Flash Drive 8GB,Consumer,Technology,Accessories,6.9000
1284,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Consumer,Furniture,Chairs,218.0800
1285,OFF-BI-10000666,Surelock Post Binders,Home Office,Office Supplies,Binders,30.5600
1286,FUR-TA-10002607,KI Conference Tables,Consumer,Furniture,Tables,70.8900
1287,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,Home Office,Technology,Accessories,33.9900
1288,OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,Home Office,Office Supplies,Storage,12.2800
1289,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",Consumer,Office Supplies,Storage,51.4800
1290,OFF-ST-10004186,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Consumer,Office Supplies,Storage,110.9800
1291,OFF-AR-10000203,Newell 336,Home Office,Office Supplies,Art,4.2800
1292,OFF-FA-10002676,Colored Push Pins,Consumer,Office Supplies,Fasteners,1.8100
1293,OFF-AR-10000937,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Home Office,Office Supplies,Art,36.5500
1294,FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",Consumer,Furniture,Chairs,38.4800
1295,OFF-FA-10000490,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Consumer,Office Supplies,Fasteners,1.2400
1296,OFF-AR-10004269,Newell 31,Corporate,Office Supplies,Art,4.1300
1297,FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Corporate,Furniture,Tables,100.8000
1298,OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Consumer,Office Supplies,Binders,5.8000
1299,OFF-AR-10002578,Newell 335,Corporate,Office Supplies,Art,2.8800
1300,TEC-PH-10002085,Clarity 53712,Corporate,Technology,Phones,65.9900
1301,TEC-PH-10001459,Samsung Galaxy Mega 6.3,Home Office,Technology,Phones,419.9900
1302,OFF-PA-10003883,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Consumer,Office Supplies,Paper,6.5500
1303,OFF-PA-10000533,Southworth Parchment Paper & Envelopes,Corporate,Office Supplies,Paper,6.5400
1304,TEC-PH-10004348,OtterBox Defender Series Case - iPhone 5c,Corporate,Technology,Phones,36.9800
1305,TEC-PH-10002310,Plantronics Calisto P620-M USB Wireless Speakerphone System,Consumer,Technology,Phones,195.9900
1306,FUR-TA-10002356,Bevis Boat-Shaped Conference Table,Consumer,Furniture,Tables,262.1100
1307,OFF-PA-10002709,Xerox 1956,Corporate,Office Supplies,Paper,5.9800
1308,TEC-PH-10002890,AT&T 17929 Lendline Telephone,Home Office,Technology,Phones,45.2400
1309,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,Consumer,Furniture,Chairs,500.9800
1310,TEC-AC-10001109,Logitech Trackman Marble Mouse,Consumer,Technology,Accessories,29.9900
1311,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,Corporate,Office Supplies,Binders,525.9800
1312,OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,Consumer,Office Supplies,Binders,169.9900
1313,OFF-BI-10003655,Durable Pressboard Binders,Consumer,Office Supplies,Binders,3.8000
1314,OFF-ST-10000352,Acco Perma 2700 Stacking Storage Drawers,Home Office,Office Supplies,Storage,29.7400
1315,OFF-PA-10003845,Xerox 1987,Corporate,Office Supplies,Paper,5.7800
1316,OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",Consumer,Office Supplies,Paper,9.6800
1317,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,Consumer,Furniture,Tables,236.9700
1318,FUR-CH-10002335,Hon GuestStacker Chair,Consumer,Furniture,Chairs,226.6700
1319,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,Home Office,Furniture,Chairs,371.7600
1322,OFF-PA-10003591,Southworth 100% Cotton The Best Paper,Corporate,Office Supplies,Paper,11.4800
1323,FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Corporate,Furniture,Furnishings,105.2900
1324,OFF-SU-10002522,Acme Kleen Earth Office Shears,Consumer,Office Supplies,Supplies,3.8800
1325,OFF-AR-10003896,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",Consumer,Office Supplies,Art,5.9800
1326,OFF-SU-10000646,Premier Automatic Letter Opener,Home Office,Office Supplies,Supplies,240.3700
1327,OFF-PA-10000349,Easy-staple paper,Home Office,Office Supplies,Paper,4.9800
1328,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Corporate,Furniture,Furnishings,9.6500
1329,TEC-PH-10002114,Xiaomi Mi3,Home Office,Technology,Phones,569.9900
1330,OFF-BI-10001900,"DXL Angle-View Binders with Locking Rings, Black",Consumer,Office Supplies,Binders,5.9900
