"order_num","order_id","user_id","ship_id","geo_id","order_date","ship_date"
1316,CA-2019-163671,702,1,477,2019-12-24,2019-12-30
1317,CA-2017-131597,738,1,204,2017-09-14,2017-09-18
1318,CA-2019-113908,513,1,142,2019-06-03,2019-06-09
1319,CA-2019-154676,650,4,408,2019-08-05,2019-08-08
1320,CA-2018-147109,523,1,149,2018-12-17,2018-12-21
1321,US-2016-155544,79,1,184,2016-03-21,2016-03-25
1322,CA-2019-162474,630,4,195,2019-03-13,2019-03-16
1323,CA-2019-133487,632,2,62,2019-05-06,2019-05-09
1324,CA-2019-111269,432,2,76,2019-06-16,2019-06-18
1325,US-2017-160857,444,1,471,2017-05-08,2017-05-15
1326,CA-2016-120838,345,2,82,2016-03-23,2016-03-26
1327,CA-2019-157651,82,1,475,2019-12-10,2019-12-14
1328,CA-2019-122539,282,1,512,2019-12-01,2019-12-05
1329,CA-2019-169054,336,1,512,2019-04-22,2019-04-26
1330,CA-2018-111283,243,1,299,2018-02-28,2018-03-04
1331,CA-2019-150707,161,1,352,2019-10-14,2019-10-19
1332,US-2017-147242,122,1,174,2017-09-10,2017-09-14
1333,CA-2019-110625,483,1,504,2019-12-23,2019-12-30
1334,CA-2019-120376,463,4,598,2019-12-22,2019-12-25
1335,CA-2017-134117,581,2,561,2017-12-17,2017-12-19
1336,CA-2018-169887,285,3,296,2018-10-22,2018-10-22
1337,CA-2018-136231,698,2,69,2018-09-05,2018-09-07
1338,CA-2017-151547,572,1,468,2017-01-17,2017-01-23
1339,CA-2019-166128,529,1,555,2019-04-11,2019-04-18
1340,CA-2016-128146,398,1,513,2016-06-21,2016-06-25
1341,US-2019-114657,778,1,232,2019-11-16,2019-11-21
1342,US-2019-110646,564,1,146,2019-10-26,2019-10-31
1343,US-2018-108637,736,1,624,2018-03-13,2018-03-18
1344,CA-2018-145842,611,2,471,2018-06-17,2018-06-20
1345,CA-2016-162362,388,1,360,2016-11-14,2016-11-18
1346,US-2019-161935,583,1,145,2019-07-14,2019-07-18
1347,CA-2019-119809,634,1,491,2019-08-18,2019-08-25
1348,US-2019-122714,551,1,441,2019-12-07,2019-12-13
1349,US-2018-142685,211,1,203,2018-06-23,2018-06-30
1350,CA-2017-119942,746,4,475,2017-04-05,2017-04-07
1351,CA-2019-110429,698,1,217,2019-11-03,2019-11-08
1352,US-2019-151316,723,1,211,2019-06-24,2019-06-30
1353,CA-2016-162992,721,4,561,2016-12-19,2016-12-21
1354,CA-2017-156377,73,1,302,2017-12-31,2018-01-05
1355,CA-2017-111339,380,4,145,2017-05-29,2017-05-31
1356,CA-2018-128972,93,1,102,2018-11-13,2018-11-17
1357,CA-2017-144043,248,1,92,2017-05-10,2017-05-15
1358,CA-2016-124723,769,1,186,2016-08-05,2016-08-12
1359,CA-2018-137736,330,1,25,2018-11-10,2018-11-15
1360,CA-2019-107832,630,2,475,2019-11-23,2019-11-26
1361,CA-2019-143343,405,4,10,2019-06-10,2019-06-13
1362,CA-2016-121629,5,1,287,2016-11-28,2016-12-02
1363,CA-2017-169796,777,1,139,2017-11-09,2017-11-14
1364,US-2019-152380,179,1,322,2019-11-19,2019-11-23
1365,US-2018-110170,386,1,86,2018-09-27,2018-10-03
1366,CA-2019-139304,591,1,538,2019-01-29,2019-02-02
1367,CA-2016-127187,92,1,471,2016-12-04,2016-12-08
1368,CA-2019-103968,192,1,57,2019-12-01,2019-12-07
1369,CA-2016-135405,752,1,180,2016-01-09,2016-01-13
1370,US-2016-110674,343,1,514,2016-02-12,2016-02-18
1371,CA-2018-151092,591,1,10,2018-08-06,2018-08-13
1372,CA-2018-168956,597,1,322,2018-02-16,2018-02-20
1373,US-2016-158400,166,4,538,2016-10-25,2016-10-28
1374,CA-2017-119102,38,1,141,2017-05-23,2017-05-27
1375,CA-2017-140144,561,2,310,2017-06-20,2017-06-25
1376,CA-2018-139549,123,1,40,2018-10-20,2018-10-25
1377,CA-2016-127383,730,1,220,2016-12-31,2017-01-05
1378,CA-2019-102820,370,1,555,2019-05-07,2019-05-11
1379,CA-2018-146766,608,3,455,2018-11-04,2018-11-04
1380,CA-2019-142293,724,4,559,2019-09-17,2019-09-20
1381,CA-2017-139780,200,2,218,2017-12-31,2018-01-02
1382,CA-2016-138527,710,1,243,2016-09-12,2016-09-17
1383,CA-2016-152233,709,4,109,2016-10-05,2016-10-06
1384,CA-2016-111962,68,1,260,2016-09-29,2016-10-04
1385,CA-2018-158694,409,2,82,2018-11-10,2018-11-13
1386,CA-2017-137708,262,2,561,2017-11-22,2017-11-25
1387,CA-2019-160087,55,1,567,2019-03-18,2019-03-22
1388,CA-2019-102834,447,1,416,2019-03-09,2019-03-13
1389,US-2017-117184,322,1,215,2017-05-17,2017-05-21
1390,US-2019-148551,355,1,311,2019-01-12,2019-01-16
1391,CA-2018-138667,19,2,588,2018-12-27,2018-12-30
1392,US-2019-116505,73,2,542,2019-11-17,2019-11-21
1393,CA-2017-115420,714,1,362,2017-04-25,2017-05-02
1394,CA-2019-131492,588,2,416,2019-10-19,2019-10-24
1395,CA-2018-149797,523,1,142,2018-09-15,2018-09-20
1396,CA-2016-112851,277,1,455,2016-09-17,2016-09-21
1397,CA-2017-149650,753,4,182,2017-10-24,2017-10-27
1398,CA-2019-158722,184,1,475,2019-10-20,2019-10-26
1399,CA-2019-122364,26,1,561,2019-09-24,2019-09-29
1400,CA-2018-118255,322,4,518,2018-03-11,2018-03-13
1401,CA-2016-152254,453,3,234,2016-06-30,2016-06-30
1402,CA-2018-115574,533,4,322,2018-12-23,2018-12-24
1403,CA-2018-158155,122,1,497,2018-05-02,2018-05-06
1404,CA-2018-101329,190,1,548,2018-04-22,2018-04-29
1405,CA-2019-130834,274,2,234,2019-11-03,2019-11-06
1406,US-2019-147669,773,1,545,2019-12-25,2019-12-30
1407,US-2017-156496,653,1,284,2017-08-10,2017-08-16
1408,CA-2016-143336,63,2,538,2016-08-27,2016-09-01
1409,CA-2019-152310,66,1,491,2019-08-12,2019-08-19
1410,CA-2017-144722,253,1,82,2017-03-16,2017-03-23
1411,CA-2017-134943,94,4,261,2017-12-05,2017-12-06
1412,CA-2019-122644,691,1,145,2019-11-12,2019-11-17
1413,CA-2019-102099,426,4,561,2019-12-18,2019-12-19
1414,CA-2019-128300,712,2,378,2019-11-24,2019-11-26
1415,CA-2018-126165,572,2,538,2018-05-05,2018-05-07
1416,CA-2019-106033,247,2,416,2019-10-15,2019-10-18
1417,CA-2019-155880,623,1,39,2019-03-25,2019-03-31
1418,CA-2016-102295,193,2,386,2016-11-24,2016-11-26
1419,CA-2016-103219,148,1,139,2016-11-09,2016-11-13
1420,CA-2019-144589,353,1,310,2019-01-20,2019-01-25
1421,CA-2016-113320,310,2,182,2016-12-12,2016-12-15
1422,CA-2019-132339,722,1,454,2019-08-19,2019-08-23
1423,CA-2017-166947,613,1,203,2017-06-05,2017-06-10
1424,CA-2019-142776,56,2,584,2019-12-11,2019-12-14
1425,CA-2018-168354,475,4,594,2018-09-19,2018-09-21
1426,CA-2018-157364,344,4,576,2018-11-19,2018-11-21
1427,US-2017-152128,241,2,410,2017-05-25,2017-05-27
1428,CA-2018-118759,584,4,497,2018-11-14,2018-11-17
1429,CA-2019-117401,149,2,466,2019-05-18,2019-05-22
1430,CA-2017-155145,235,2,285,2017-12-27,2017-12-29
1431,CA-2016-106803,330,1,431,2016-12-29,2017-01-02
1432,CA-2018-153101,182,3,481,2018-09-08,2018-09-08
1433,CA-2016-106054,635,4,473,2016-01-06,2016-01-07
1434,CA-2018-162348,144,1,386,2018-11-10,2018-11-15
1435,CA-2018-158568,781,1,121,2018-08-29,2018-09-02
1436,CA-2019-135650,276,1,86,2019-03-23,2019-03-27
1437,CA-2018-134138,378,1,270,2018-02-16,2018-02-20
1438,US-2019-163300,682,1,238,2019-09-15,2019-09-21
1439,US-2016-131982,252,2,314,2016-03-07,2016-03-11
1440,CA-2018-148201,559,2,491,2018-08-26,2018-08-29
1441,CA-2019-162929,599,4,139,2019-11-19,2019-11-22
1442,US-2018-126452,260,1,362,2018-08-21,2018-08-28
1443,CA-2018-134936,204,1,496,2018-12-19,2018-12-25
1444,CA-2019-107552,409,3,139,2019-05-05,2019-05-05
1445,CA-2016-125682,383,4,565,2016-11-22,2016-11-25
1446,CA-2017-113523,69,1,512,2017-09-04,2017-09-08
1447,CA-2016-164259,313,4,217,2016-12-28,2016-12-30
1448,CA-2016-146815,149,1,497,2016-09-08,2016-09-13
1449,CA-2019-140676,576,4,319,2019-09-12,2019-09-15
1450,CA-2017-128139,735,1,156,2017-07-03,2017-07-09
1451,CA-2016-111150,565,1,119,2016-12-31,2017-01-04
1452,CA-2019-152093,580,1,441,2019-09-10,2019-09-15
1453,US-2019-148362,124,1,369,2019-07-01,2019-07-08
1454,CA-2019-143665,120,1,260,2019-04-26,2019-05-01
1455,CA-2018-148852,350,1,481,2018-05-26,2018-05-31
1456,CA-2019-157196,8,1,106,2019-11-05,2019-11-09
1457,CA-2018-164896,87,1,281,2018-11-07,2018-11-12
1458,CA-2019-119669,463,1,303,2019-01-24,2019-01-30
1459,US-2018-109260,230,1,575,2018-09-26,2018-10-01
1460,CA-2019-104066,382,1,267,2019-12-05,2019-12-10
1461,CA-2019-106859,148,2,382,2019-03-13,2019-03-18
1462,CA-2018-100083,609,1,370,2018-11-24,2018-11-29
1463,CA-2018-130225,464,1,287,2018-09-11,2018-09-17
1464,CA-2017-133494,251,1,475,2017-03-01,2017-03-05
1465,CA-2016-102008,488,1,142,2016-09-30,2016-10-04
1466,CA-2016-109932,380,4,345,2016-12-09,2016-12-11
1467,CA-2018-169103,254,1,456,2018-03-08,2018-03-13
1468,CA-2019-146269,325,3,322,2019-10-06,2019-10-06
1469,CA-2016-146283,555,1,7,2016-09-08,2016-09-15
1470,US-2017-118906,227,3,35,2017-03-10,2017-03-10
1471,CA-2017-158792,732,1,454,2017-12-26,2018-01-02
1472,US-2019-106705,352,1,584,2019-12-26,2020-01-01
1473,CA-2018-148740,200,1,463,2018-11-15,2018-11-19
1474,CA-2019-115805,728,3,441,2019-07-31,2019-07-31
1475,CA-2019-164049,519,1,296,2019-11-02,2019-11-06
1476,CA-2016-150798,324,2,145,2016-12-01,2016-12-03
1477,US-2018-158309,438,4,456,2018-11-26,2018-11-29
1478,CA-2016-133963,498,2,567,2016-05-18,2016-05-22
1479,US-2019-124926,460,2,215,2019-11-13,2019-11-18
1480,US-2018-116365,365,1,349,2018-01-03,2018-01-08
1481,US-2019-125717,180,4,190,2019-09-28,2019-10-01
1482,CA-2019-129462,518,2,161,2019-06-16,2019-06-21
1483,CA-2018-167115,776,1,139,2018-04-04,2018-04-09
1484,CA-2019-118668,13,2,10,2019-01-02,2019-01-04
1485,US-2017-128587,386,1,466,2017-12-24,2017-12-30
1486,CA-2017-162887,350,2,267,2017-11-07,2017-11-09
1487,CA-2018-134334,206,4,35,2018-02-14,2018-02-15
1488,CA-2018-122392,520,1,222,2018-07-22,2018-07-27
1489,CA-2019-164364,432,1,260,2019-11-12,2019-11-16
1490,CA-2018-116526,195,1,598,2018-09-01,2018-09-05
1491,CA-2017-129770,391,2,123,2017-02-21,2017-02-23
1492,CA-2019-100601,436,1,216,2019-11-16,2019-11-20
1493,CA-2018-113516,424,2,164,2018-09-08,2018-09-10
1494,CA-2016-130673,762,2,288,2016-05-20,2016-05-22
1495,CA-2018-147473,198,1,238,2018-05-30,2018-06-03
1496,CA-2017-135580,135,1,238,2017-12-30,2018-01-03
1497,CA-2019-137463,528,2,266,2019-12-16,2019-12-20
1498,CA-2017-128356,251,1,84,2017-10-02,2017-10-07
1499,US-2017-139675,11,2,395,2017-03-13,2017-03-18
1500,CA-2017-156118,551,1,419,2017-12-08,2017-12-12
1501,CA-2017-103093,473,1,153,2017-02-03,2017-02-07
1502,CA-2016-114510,49,1,79,2016-03-14,2016-03-19
1503,CA-2019-119746,357,1,121,2019-11-23,2019-11-27
1504,US-2018-128909,407,2,217,2018-10-09,2018-10-11
1505,CA-2018-143805,547,2,626,2018-12-01,2018-12-03
1506,CA-2019-112984,776,2,217,2019-09-16,2019-09-18
1507,CA-2016-111003,52,1,513,2016-06-01,2016-06-06
1508,CA-2018-140018,392,1,145,2018-11-21,2018-11-26
1509,CA-2016-103429,648,4,471,2016-05-30,2016-06-01
1510,CA-2018-146913,691,1,538,2018-10-31,2018-11-05
1511,CA-2018-116596,405,1,142,2018-10-27,2018-10-31
1512,CA-2019-121580,109,1,110,2019-05-29,2019-06-04
1513,US-2017-158911,712,1,163,2017-07-05,2017-07-11
1514,CA-2018-164350,215,2,65,2018-09-10,2018-09-12
1515,CA-2018-156573,9,1,30,2018-05-29,2018-06-02
1516,CA-2017-118444,760,1,359,2017-11-05,2017-11-09
1517,CA-2018-131289,738,1,416,2018-12-08,2018-12-14
1518,US-2016-118997,40,1,206,2016-04-08,2016-04-12
1519,CA-2018-163804,526,1,594,2018-12-02,2018-12-08
1520,US-2019-132927,58,1,146,2019-12-09,2019-12-15
1521,CA-2016-120670,742,1,535,2016-11-02,2016-11-06
1522,CA-2016-104178,232,1,82,2016-08-25,2016-08-29
1523,CA-2018-154053,701,1,463,2018-03-04,2018-03-10
1524,CA-2016-129091,40,1,153,2016-11-22,2016-11-27
1525,CA-2016-110611,140,1,475,2016-10-06,2016-10-13
1526,CA-2016-148614,750,1,238,2016-01-20,2016-01-25
1527,CA-2016-152849,641,1,184,2016-07-05,2016-07-12
1528,US-2019-107384,463,1,313,2019-12-04,2019-12-08
1529,US-2018-101616,558,4,399,2018-09-03,2018-09-06
1530,CA-2016-157784,98,4,354,2016-07-05,2016-07-08
1531,CA-2019-165204,362,2,572,2019-11-13,2019-11-16
1532,CA-2018-157763,307,1,592,2018-07-18,2018-07-23
1533,CA-2019-104850,156,1,491,2019-06-13,2019-06-19
1534,CA-2018-153185,676,1,530,2018-09-03,2018-09-08
1535,CA-2016-148761,438,1,581,2016-05-17,2016-05-21
1536,CA-2019-105053,432,2,165,2019-07-07,2019-07-09
1537,CA-2017-115924,64,2,450,2017-09-14,2017-09-18
1538,CA-2017-113404,725,3,310,2017-07-16,2017-07-16
1539,US-2018-164196,647,1,484,2018-11-11,2018-11-17
1540,CA-2017-156335,534,2,213,2017-09-25,2017-09-28
1541,CA-2016-132451,124,4,106,2016-09-26,2016-09-27
1542,CA-2018-133550,535,1,218,2018-07-31,2018-08-06
1543,CA-2018-114951,42,1,538,2018-06-26,2018-07-03
1544,CA-2017-112130,350,1,512,2017-05-03,2017-05-07
1545,CA-2018-127194,305,1,471,2018-12-10,2018-12-16
1546,US-2018-167472,495,4,552,2018-06-06,2018-06-07
1547,CA-2018-149685,136,1,349,2018-10-08,2018-10-15
1548,CA-2016-119529,35,2,551,2016-11-03,2016-11-05
1549,CA-2018-162614,279,1,238,2018-10-07,2018-10-13
1550,CA-2017-118423,318,4,173,2017-03-24,2017-03-27
1551,CA-2016-151330,661,4,437,2016-10-14,2016-10-17
1552,CA-2019-163818,761,1,35,2019-10-04,2019-10-08
1553,CA-2016-126760,703,1,150,2016-07-26,2016-08-02
1554,CA-2018-164399,242,4,463,2018-11-12,2018-11-15
1555,CA-2017-137281,466,1,305,2017-06-13,2017-06-17
1556,CA-2016-112837,261,1,376,2016-09-11,2016-09-16
1557,CA-2019-123043,607,1,471,2019-08-24,2019-08-29
1558,CA-2016-169726,477,1,491,2016-08-09,2016-08-13
1559,CA-2018-153577,307,1,336,2018-06-27,2018-07-01
1560,CA-2018-135461,749,2,238,2018-02-07,2018-02-10
1561,CA-2018-106656,320,4,258,2018-09-23,2018-09-26
1562,CA-2019-113460,513,2,35,2019-11-07,2019-11-09
1563,CA-2016-138072,660,1,475,2016-12-30,2017-01-03
1564,CA-2017-102855,638,3,138,2017-04-05,2017-04-06
1565,CA-2019-156363,59,1,146,2019-10-22,2019-10-28
1566,US-2018-120460,144,1,348,2018-04-30,2018-05-05
1567,US-2016-164644,237,2,215,2016-07-22,2016-07-24
1568,CA-2016-100860,367,2,109,2016-03-26,2016-03-30
1569,CA-2018-140746,37,3,126,2018-01-15,2018-01-15
1570,CA-2018-120558,493,4,139,2018-06-07,2018-06-10
1571,CA-2019-111332,751,2,480,2019-05-20,2019-05-22
1572,US-2018-106313,757,1,296,2018-08-22,2018-08-26
1573,CA-2018-128111,432,1,143,2018-03-17,2018-03-23
1574,CA-2019-117023,114,1,165,2019-08-07,2019-08-12
1575,CA-2019-161851,721,4,280,2019-04-15,2019-04-17
1576,CA-2017-142475,679,1,142,2017-12-03,2017-12-07
1577,CA-2019-102925,273,2,471,2019-11-05,2019-11-10
1578,CA-2019-100580,394,1,258,2019-08-13,2019-08-20
1579,CA-2019-169817,456,1,217,2019-09-21,2019-09-25
1580,CA-2017-139584,725,1,497,2017-08-24,2017-08-28
1581,CA-2019-107125,540,1,204,2019-11-27,2019-12-02
1582,CA-2016-107755,517,1,358,2016-02-07,2016-02-12
1583,US-2018-161396,290,1,145,2018-04-19,2018-04-25
1584,US-2019-130687,225,4,462,2019-09-07,2019-09-10
1585,CA-2018-129308,177,1,475,2018-07-07,2018-07-13
1586,CA-2017-120362,342,1,200,2017-09-14,2017-09-19
1587,CA-2018-161907,197,1,512,2018-04-05,2018-04-09
1588,CA-2019-157931,336,2,305,2019-09-17,2019-09-22
1589,US-2019-106551,118,1,441,2019-07-22,2019-07-27
1590,CA-2018-155481,484,1,512,2018-09-01,2018-09-05
1591,CA-2019-111717,72,1,195,2019-10-10,2019-10-16
1592,CA-2018-147536,326,1,471,2018-12-26,2018-12-31
1593,CA-2019-132584,281,4,601,2019-08-26,2019-08-27
1594,CA-2017-150413,536,2,567,2017-10-19,2017-10-24
1595,CA-2018-149461,599,1,268,2018-11-13,2018-11-19
1596,CA-2019-121412,103,1,92,2019-09-23,2019-09-27
1597,CA-2019-142636,662,1,296,2019-11-03,2019-11-07
1598,CA-2017-120677,540,1,127,2017-05-31,2017-06-04
1599,CA-2016-150301,44,4,203,2016-07-08,2016-07-10
1600,CA-2018-132997,529,4,289,2018-11-07,2018-11-09
1601,CA-2017-133536,552,2,497,2017-03-28,2017-03-30
1602,CA-2018-129126,280,1,142,2018-12-14,2018-12-19
1603,CA-2017-161711,294,1,139,2017-11-28,2017-12-03
1604,CA-2018-161095,667,3,10,2018-06-28,2018-06-28
1605,US-2018-135209,126,2,21,2018-12-29,2018-12-31
1606,CA-2019-168389,320,1,125,2019-12-11,2019-12-17
1607,US-2017-104430,344,1,252,2017-10-22,2017-10-26
1608,CA-2016-136280,202,1,217,2016-11-29,2016-12-06
1609,CA-2017-112823,425,1,214,2017-12-10,2017-12-16
1610,CA-2018-109666,703,1,139,2018-04-19,2018-04-26
1611,CA-2018-144729,518,1,258,2018-10-21,2018-10-25
1612,CA-2016-122882,397,1,146,2016-09-07,2016-09-13
1613,CA-2017-162369,458,1,204,2017-08-15,2017-08-19
1614,CA-2017-144302,460,1,348,2017-06-19,2017-06-23
1615,CA-2016-147543,346,1,40,2016-07-06,2016-07-12
1616,CA-2016-110065,557,1,497,2016-08-05,2016-08-11
1617,CA-2016-100867,408,1,347,2016-10-19,2016-10-24
1618,CA-2016-122931,328,1,146,2016-09-29,2016-10-03
1619,CA-2017-117884,330,3,402,2017-03-22,2017-03-22
1620,US-2019-103226,641,1,382,2019-09-22,2019-09-28
1621,US-2018-131674,585,2,311,2018-11-29,2018-12-01
1622,CA-2017-119550,223,1,408,2017-12-26,2017-12-31
1623,CA-2018-143924,327,1,28,2018-07-28,2018-08-03
1624,CA-2018-111493,311,4,319,2018-10-21,2018-10-22
1625,CA-2016-132801,413,1,311,2016-10-07,2016-10-12
1626,CA-2019-109085,420,4,461,2019-02-17,2019-02-20
1627,CA-2019-122945,687,1,103,2019-11-16,2019-11-22
1628,US-2018-150861,740,4,606,2018-12-03,2018-12-06
1629,CA-2016-143182,410,1,383,2016-10-15,2016-10-20
1630,US-2018-126844,305,1,408,2018-10-08,2018-10-14
1631,CA-2016-165379,53,1,311,2016-07-09,2016-07-15
1632,CA-2019-101665,116,1,310,2019-11-25,2019-12-01
1633,CA-2016-127166,354,2,408,2016-05-21,2016-05-23
1634,CA-2017-130974,184,2,437,2017-11-27,2017-11-29
1635,CA-2018-159016,124,4,561,2018-03-10,2018-03-11
1636,CA-2018-108616,324,1,401,2018-09-29,2018-10-03
1637,CA-2019-116680,280,2,310,2019-09-04,2019-09-06
1638,CA-2019-147039,577,1,127,2019-06-29,2019-07-04
1639,CA-2017-101091,72,2,512,2017-12-05,2017-12-09
1640,CA-2019-152975,223,4,139,2019-09-14,2019-09-16
1641,US-2019-114356,85,1,163,2019-08-20,2019-08-26
1642,CA-2018-153269,39,4,11,2018-03-09,2018-03-12
1643,CA-2019-117240,546,1,497,2019-07-23,2019-07-28
1644,CA-2018-158834,156,4,418,2018-03-13,2018-03-16
1645,CA-2018-134348,507,1,13,2018-11-12,2018-11-19
1646,US-2019-132206,394,1,441,2019-06-16,2019-06-21
1647,US-2018-143280,116,1,204,2018-02-22,2018-02-26
1648,CA-2017-146262,504,1,256,2017-01-02,2017-01-09
1649,US-2018-140172,557,1,101,2018-03-08,2018-03-13
1650,CA-2018-125843,152,4,375,2018-08-13,2018-08-16
1651,CA-2016-166590,334,1,110,2016-10-29,2016-11-02
1652,CA-2017-154886,143,1,538,2017-11-08,2017-11-12
1653,CA-2017-112144,558,1,337,2017-06-28,2017-07-02
1654,US-2016-166310,101,4,152,2016-09-21,2016-09-23
1655,CA-2017-127173,467,1,606,2017-09-26,2017-10-03
1656,CA-2018-131737,769,3,352,2018-03-17,2018-03-17
1657,CA-2019-117422,605,1,522,2019-10-21,2019-10-25
1658,CA-2018-112676,142,4,183,2018-05-05,2018-05-08
1659,CA-2017-100216,281,4,13,2017-04-13,2017-04-14
1660,CA-2018-126795,754,2,471,2018-06-13,2018-06-16
1661,US-2018-117793,184,1,589,2018-08-23,2018-08-29
1662,CA-2017-128167,535,2,199,2017-06-22,2017-06-26
1663,CA-2016-113929,392,1,366,2016-06-16,2016-06-21
1664,US-2016-105137,445,3,145,2016-10-10,2016-10-10
1665,CA-2016-139192,490,2,538,2016-05-27,2016-06-01
1666,CA-2019-135909,677,1,386,2019-10-13,2019-10-20
1667,CA-2018-129728,716,1,10,2018-05-30,2018-06-06
1668,US-2017-113327,144,2,576,2017-05-26,2017-05-29
1669,CA-2016-132500,769,1,416,2016-09-08,2016-09-12
1670,CA-2018-130288,484,2,142,2018-11-26,2018-11-30
1671,US-2019-106579,405,1,321,2019-06-08,2019-06-13
1672,CA-2019-104318,630,1,43,2019-05-13,2019-05-18
1673,CA-2019-106537,71,1,351,2019-08-12,2019-08-17
1674,CA-2016-113047,791,3,114,2016-10-24,2016-10-24
1675,CA-2018-146171,437,1,153,2018-03-11,2018-03-15
1676,CA-2019-117821,105,1,116,2019-06-12,2019-06-16
1677,CA-2019-168193,521,2,142,2019-03-06,2019-03-11
1678,CA-2018-155474,669,1,296,2018-07-08,2018-07-14
1679,CA-2016-168130,545,3,142,2016-09-19,2016-09-19
1680,CA-2016-140396,307,1,471,2016-11-20,2016-11-25
1681,CA-2019-139444,587,1,58,2019-09-09,2019-09-15
1682,CA-2019-123022,129,1,618,2019-09-03,2019-09-08
1683,CA-2019-167080,246,1,142,2019-06-10,2019-06-14
1684,CA-2016-123253,125,2,522,2016-08-22,2016-08-25
1685,US-2016-156559,556,1,85,2016-08-19,2016-08-26
1686,CA-2016-104829,413,2,200,2016-11-18,2016-11-21
1687,CA-2016-147298,224,1,238,2016-04-26,2016-05-03
1688,CA-2017-127544,532,1,328,2017-08-08,2017-08-12
1689,US-2016-133130,421,1,258,2016-09-27,2016-10-01
1690,US-2019-105046,7,1,548,2019-07-17,2019-07-23
1691,CA-2019-122987,594,3,47,2019-08-16,2019-08-16
1692,CA-2018-106530,135,3,214,2018-05-08,2018-05-08
1693,CA-2016-122588,236,2,141,2016-11-25,2016-11-27
1694,CA-2019-163069,182,2,145,2019-08-18,2019-08-21
1695,US-2017-168914,518,1,154,2017-05-21,2017-05-27
1696,CA-2018-105081,391,1,260,2018-12-25,2018-12-30
1697,CA-2017-105613,199,1,44,2017-10-18,2017-10-22
1698,CA-2018-154739,310,2,538,2018-12-10,2018-12-15
1699,CA-2018-157714,298,2,29,2018-09-26,2018-10-01
1700,CA-2017-112522,104,1,121,2017-10-10,2017-10-17
1701,CA-2019-166576,598,4,262,2019-05-16,2019-05-18
1702,CA-2018-157336,2,2,126,2018-12-01,2018-12-05
1703,CA-2016-168592,318,1,416,2016-09-08,2016-09-14
1704,CA-2017-108588,103,1,497,2017-01-05,2017-01-10
1705,CA-2019-168942,602,2,538,2019-08-01,2019-08-05
1706,CA-2019-112725,408,1,416,2019-01-30,2019-02-06
1707,CA-2016-154186,70,2,408,2016-12-13,2016-12-15
1708,CA-2017-164567,587,1,362,2017-06-15,2017-06-19
1709,CA-2018-131744,561,2,146,2018-06-18,2018-06-20
1710,CA-2017-143364,729,2,13,2017-07-14,2017-07-19
1711,CA-2018-119018,130,1,362,2018-11-04,2018-11-08
1712,CA-2017-161718,157,1,366,2017-12-04,2017-12-10
1713,CA-2018-167682,63,1,509,2018-04-03,2018-04-09
1714,CA-2018-101378,240,3,80,2018-07-14,2018-07-14
1715,US-2018-128902,687,1,308,2018-03-11,2018-03-15
1716,US-2018-150140,424,1,267,2018-04-06,2018-04-10
1717,CA-2019-135111,494,1,480,2019-12-28,2020-01-02
1718,US-2018-133879,555,1,322,2018-03-21,2018-03-28
1719,CA-2019-121538,71,4,233,2019-11-28,2019-12-01
1720,CA-2018-131065,548,2,565,2018-11-14,2018-11-16
1721,CA-2016-138513,193,1,344,2016-05-23,2016-05-27
1722,CA-2019-139787,437,1,153,2019-09-19,2019-09-23
1723,CA-2017-153535,636,1,485,2017-05-20,2017-05-24
1724,CA-2017-160171,96,1,561,2017-10-19,2017-10-24
1725,CA-2017-163104,36,1,362,2017-03-19,2017-03-26
1726,US-2016-149034,91,4,475,2016-11-19,2016-11-21
1727,CA-2017-107741,788,4,412,2017-03-08,2017-03-10
1728,US-2017-131359,26,2,233,2017-10-30,2017-11-02
1729,CA-2018-149335,346,3,310,2018-07-25,2018-07-25
1730,CA-2017-101910,727,1,177,2017-11-27,2017-12-03
1731,CA-2019-159226,356,2,561,2019-04-25,2019-04-27
1732,CA-2019-148145,301,1,260,2019-03-18,2019-03-23
1733,CA-2019-148992,667,1,322,2019-11-23,2019-11-27
1734,CA-2017-132136,473,1,322,2017-03-08,2017-03-12
1735,CA-2017-159380,367,1,310,2017-05-12,2017-05-16
1736,US-2017-103471,95,1,419,2017-12-24,2017-12-28
1737,CA-2017-165554,259,1,362,2017-05-18,2017-05-22
1738,CA-2018-143476,246,4,132,2018-09-11,2018-09-13
1739,US-2019-139969,428,1,140,2019-11-19,2019-11-26
1740,US-2017-156867,243,1,190,2017-11-13,2017-11-17
1741,CA-2018-112830,666,1,545,2018-06-06,2018-06-10
1742,CA-2016-141817,687,1,217,2016-01-05,2016-01-12
1743,CA-2016-160094,274,4,71,2016-04-30,2016-05-02
1744,CA-2018-166618,302,1,139,2018-11-14,2018-11-18
1745,CA-2018-136287,203,1,410,2018-06-13,2018-06-17
1746,CA-2019-139619,204,1,326,2019-09-19,2019-09-23
1747,CA-2017-147690,468,1,512,2017-11-10,2017-11-14
1748,US-2018-144351,464,1,319,2018-11-14,2018-11-18
1749,CA-2018-109806,6,1,82,2018-09-17,2018-09-22
1750,CA-2018-124562,437,1,145,2018-12-08,2018-12-12
1751,CA-2018-113096,23,4,310,2018-09-02,2018-09-04
1752,US-2017-148817,695,1,490,2017-12-01,2017-12-07
1753,CA-2017-169537,552,2,28,2017-09-03,2017-09-07
