"item_id","discount_id","order_num","prod_id","quantity","sales","profit"
2463,9,1183,743,3,128.8500,3.8655000000000000
2464,9,1183,355,2,160.3200,44.8896000000000000
2465,9,1183,673,3,239.9700,2.3996999999999800
2466,4,1184,3887,6,95.7600,7.1820000000000000
2467,9,1185,984,4,866.4000,225.2640000000000000
2468,9,1186,270,3,1214.8500,352.3065000000000000
2469,9,1187,382,3,14.8200,6.2244000000000000
2470,4,1188,2409,3,14.0160,4.7304000000000000
2471,4,1189,2371,2,47.9840,0.5997999999999970
2472,10,1189,702,2,180.5880,-240.7840000000000000
2473,9,1190,1576,5,57.7500,26.5650000000000000
2474,9,1190,2903,3,124.4100,14.9292000000000000
2475,9,1190,3334,7,2934.3300,792.2691000000000000
2476,9,1191,1030,3,299.9700,113.9886000000000000
2477,9,1191,393,2,307.9800,89.3142000000000000
2478,9,1191,2729,6,281.3400,109.7226000000000000
2479,3,1192,3052,3,2.5440,-3.8160000000000000
2480,3,1192,2351,5,68.8100,-123.8580000000000000
2481,9,1193,1447,7,60.6900,16.3863000000000000
2482,9,1193,3975,2,23.9200,6.6976000000000000
2483,11,1194,2009,2,271.7640,60.3920000000000000
2484,4,1195,679,3,74.3520,23.2350000000000000
2485,9,1196,2048,5,6354.9500,3177.4750000000000000
2486,9,1196,122,3,46.7400,11.6850000000000000
2487,9,1196,1188,3,8.3400,2.1684000000000000
2488,9,1196,3432,1,2.7400,0.7398000000000000
2489,9,1197,3676,5,29.0500,9.0055000000000000
2490,9,1198,2766,2,7.1600,3.4368000000000000
2491,9,1198,578,5,142.4000,52.6880000000000000
2492,9,1199,1614,2,61.9600,27.8820000000000000
2493,9,1199,2369,2,238.0000,38.0800000000000000
2494,11,1200,1459,1,90.8820,15.1470000000000000
2495,9,1201,1435,2,715.6400,178.9100000000000000
2496,4,1202,2824,4,15.9360,5.1792000000000000
2497,9,1203,1711,2,39.9600,18.7812000000000000
2498,9,1203,2867,5,16.9000,7.7740000000000000
2499,4,1204,1641,3,46.3440,4.6344000000000000
2500,4,1204,3923,2,159.9840,35.9964000000000000
2501,9,1205,458,2,25.7800,2.5780000000000000
2502,9,1205,2462,4,213.9200,62.0368000000000000
2503,9,1205,429,5,1298.5500,311.6520000000000000
2504,9,1205,3387,4,11.5200,3.2256000000000000
2505,9,1206,1781,4,173.2400,17.3240000000000000
2506,9,1206,2932,2,14.6200,6.8714000000000000
2507,9,1206,965,7,65.1700,18.8993000000000000
2508,4,1207,2914,3,28.6800,-7.1700000000000000
2509,4,1207,3478,4,15.9360,5.1792000000000000
2510,5,1207,2520,5,377.4500,-264.2150000000000000
2511,4,1207,1891,3,112.7760,-8.4582000000000000
2512,4,1207,3831,2,11.6480,3.7856000000000000
2513,4,1207,4169,4,18.6880,2.3360000000000000
2514,10,1207,4137,4,45.2400,-30.1600000000000000
2515,4,1208,1003,6,1718.4000,150.3600000000000000
2516,4,1208,3608,11,360.7120,130.7581000000000000
2517,4,1209,920,3,74.3520,26.9526000000000000
2518,3,1209,2422,3,26.0460,-44.2782000000000000
2519,1,1210,3242,5,557.5850,0.0000000000000000
2520,3,1210,3255,2,1.2720,-2.1624000000000000
2521,4,1210,1635,5,70.0800,24.5280000000000000
2522,4,1211,3938,2,40.7360,14.7668000000000000
2523,9,1211,3819,4,11.7600,3.1752000000000000
2524,9,1212,2488,4,197.7200,55.3616000000000000
2525,9,1213,818,7,90.8600,26.3494000000000000
2526,9,1214,542,7,255.8500,112.5740000000000000
2527,4,1215,115,2,51.9680,-10.3936000000000000
2528,9,1216,4188,3,186.6900,87.7443000000000000
2529,9,1216,2445,1,6.4800,3.1104000000000000
2530,9,1216,4288,2,12.5600,4.0192000000000000
2531,9,1217,2599,1,12.0700,3.9831000000000000
2532,9,1217,2369,9,1071.0000,171.3600000000000000
2533,9,1218,178,4,132.5200,54.3332000000000000
2534,3,1219,30,7,2.7720,-4.8510000000000000
2535,4,1220,2615,2,167.4400,14.6510000000000000
2536,5,1220,627,4,7999.9800,-3839.9904000000000000
2537,4,1221,2998,3,302.3760,22.6782000000000000
2538,9,1221,1352,6,93.0600,26.0568000000000000
2539,9,1222,2333,4,900.0800,117.0104000000000000
2540,11,1223,3870,2,145.7640,3.2392000000000100
2541,2,1224,1959,3,359.4990,-29.6058000000000000
2542,4,1225,3884,1,3.9280,1.3257000000000000
2543,9,1226,3950,4,33.3600,16.6800000000000000
2544,9,1227,2733,3,19.4400,9.3312000000000000
2545,9,1227,1738,6,541.4400,157.0176000000000000
2546,4,1227,1017,5,11.5200,4.1760000000000000
2547,4,1227,1988,5,41.7200,13.0375000000000000
2548,9,1227,3835,2,13.3600,6.4128000000000000
2549,9,1228,2025,3,544.3800,157.8702000000000000
2550,9,1228,2025,9,1633.1400,473.6106000000000000
2551,9,1228,558,3,826.6200,355.4466000000000000
2552,9,1228,1252,2,9.6400,4.4344000000000000
2553,4,1229,2990,7,60.9840,4.5738000000000000
2554,4,1230,440,7,106.3440,37.2204000000000000
2555,9,1230,692,2,11.3600,5.2256000000000000
2556,4,1231,2898,4,15.9360,5.1792000000000000
2557,3,1232,2540,2,2.1120,-3.3792000000000000
2558,9,1233,3558,5,81.4000,21.1640000000000000
2559,9,1234,582,3,239.9700,67.1916000000000000
2560,9,1235,1687,5,109.9000,32.9700000000000000
2561,4,1236,1491,5,13.1200,1.4760000000000000
2562,8,1236,553,2,41.5520,-19.7372000000000000
2563,4,1236,2868,1,180.0160,-15.7514000000000000
2564,4,1237,4264,2,11.8080,4.2804000000000000
2565,9,1238,308,9,44.8200,21.0654000000000000
2566,9,1238,3617,3,287.9700,80.6316000000000000
2567,9,1238,2160,1,16.9900,4.4174000000000000
2568,9,1238,776,2,601.3000,198.4290000000000000
2569,9,1238,3072,4,2799.9600,1371.9804000000000000
2570,9,1238,1600,7,68.4600,31.4916000000000000
2571,12,1238,4087,9,464.2920,-108.3348000000000000
2572,4,1239,3842,1,439.9920,164.9970000000000000
2573,4,1239,1496,2,11.6960,3.9474000000000000
2574,7,1239,1556,2,246.1328,-76.0116000000000000
2575,9,1240,3996,4,1139.9200,284.9800000000000000
2576,4,1241,4134,3,46.1520,12.1149000000000000
2577,4,1242,3615,2,113.5680,-21.2940000000000000
2578,9,1243,688,4,28.1600,13.2352000000000000
2579,9,1244,4162,3,287.9700,77.7519000000000000
2580,9,1244,1262,1,23.9900,5.5177000000000000
2581,9,1245,1746,2,352.3800,81.0474000000000000
2582,9,1245,3016,7,1928.7800,829.3754000000000000
2583,9,1245,2455,4,1199.8000,323.9460000000000000
2584,4,1246,3642,3,196.7760,14.7582000000000000
2585,9,1246,2431,4,54.3200,16.2960000000000000
2586,9,1246,1879,3,22.8300,10.7301000000000000
2587,3,1247,4015,4,9.3600,-16.3800000000000000
2588,3,1247,1119,4,2.3040,-3.5712000000000000
2589,4,1247,751,2,12.2240,4.4312000000000000
2590,9,1248,453,3,41.9100,10.8966000000000000
2591,9,1249,2946,2,114.4600,28.6150000000000000
2592,4,1250,3423,3,139.4400,47.0610000000000000
2593,12,1251,155,3,79.9740,-29.3238000000000000
2594,4,1251,133,7,58.4080,18.2525000000000000
2595,4,1252,2958,2,9.1840,1.1480000000000000
2596,10,1252,1474,4,76.7760,-58.8616000000000000
2597,4,1253,519,4,20.7360,7.2576000000000000
2598,9,1254,3900,4,159.9600,51.1872000000000000
2599,4,1255,3858,2,6.0000,2.1000000000000000
2600,10,1255,3872,3,224.9370,-164.9538000000000000
2601,4,1255,1356,3,431.9760,-75.5958000000000000
2602,4,1255,2377,2,51.9680,10.3936000000000000
2603,4,1255,363,5,195.6400,-44.0190000000000000
2604,4,1255,178,5,132.5200,34.7865000000000000
2605,4,1256,2202,5,16.5200,5.3690000000000000
2606,9,1257,3927,2,209.7000,100.6560000000000000
2607,9,1257,3564,7,3149.9300,1480.4671000000000000
2608,9,1257,1498,3,1247.6400,349.3392000000000000
2609,9,1258,3526,6,155.9400,45.2226000000000000
2610,9,1259,3321,2,659.9000,217.7670000000000000
2611,4,1260,906,3,47.9760,4.7976000000000000
2612,4,1261,4162,7,537.5440,47.0351000000000000
2613,2,1262,34,2,290.6660,3.4195999999999900
2614,9,1263,2008,3,25.5000,6.6300000000000000
2615,4,1264,4325,1,300.9040,11.2839000000000000
2616,9,1264,2032,3,17.6100,8.4528000000000000
2617,4,1264,3869,5,183.9600,20.6955000000000000
2618,9,1265,4288,3,18.8400,6.0288000000000000
2619,9,1265,3933,1,3.2900,1.4805000000000000
2620,9,1265,1000,8,120.0000,13.2000000000000000
2621,4,1265,170,5,663.9200,207.4750000000000000
2622,9,1266,3674,3,542.9400,141.1644000000000000
2623,9,1266,3314,2,589.9000,147.4750000000000000
2624,9,1267,984,4,866.4000,225.2640000000000000
2625,9,1268,549,3,21.9300,10.3071000000000000
2626,8,1269,1588,3,7.0680,-2.8272000000000000
2627,4,1269,3507,7,122.9200,46.0950000000000000
2628,1,1269,875,5,318.4300,-77.3330000000000000
2629,9,1270,37,2,99.9800,42.9914000000000000
2630,9,1270,1595,1,180.9800,47.0548000000000000
2631,9,1271,633,6,29.3400,7.9218000000000000
2632,9,1271,790,5,1040.8000,281.0160000000000000
2633,9,1271,251,5,21.3000,8.7330000000000000
2634,4,1272,3959,2,479.9840,89.9970000000000000
2635,4,1272,496,13,222.3520,77.8232000000000000
2636,4,1272,2897,7,968.7440,314.8418000000000000
2637,4,1273,2073,10,42.2400,13.2000000000000000
2638,3,1273,2014,8,5.7280,-9.1648000000000000
2639,9,1274,4276,5,15.4000,7.3920000000000000
2640,9,1274,3429,3,145.7400,23.3184000000000000
2641,4,1275,3886,3,35.0160,-2.1885000000000000
2642,4,1275,2480,2,2.8960,0.4706000000000000
2643,3,1275,31,4,5.1040,-8.6768000000000000
2644,9,1276,421,4,1669.6000,116.8720000000000000
2645,4,1277,380,3,47.9520,16.1838000000000000
2646,9,1278,1291,4,17.1200,4.9648000000000000
2647,4,1279,2720,1,2.6000,0.2925000000000000
2648,5,1279,357,2,218.7500,-161.8750000000000000
2649,4,1280,8,7,1114.4000,376.1100000000000000
2650,3,1280,1882,5,2.0800,-3.4320000000000000
2651,10,1281,2481,3,2.5020,-2.0016000000000000
2652,4,1282,4206,4,194.8480,12.1780000000000000
2653,9,1283,3123,3,31.0500,14.9040000000000000
2654,4,1283,589,3,362.1360,-54.3204000000000000
2655,10,1284,1889,1,1.8240,-1.3984000000000000
2656,9,1285,2287,1,10.6800,2.8836000000000000
2657,3,1286,4242,2,1.3920,-3.7584000000000000
2658,12,1287,2520,9,815.2920,-339.7050000000000000
2659,9,1288,3192,3,106.3200,49.9704000000000000
2660,9,1288,126,5,343.8500,137.5400000000000000
2661,9,1288,2708,2,399.9800,171.9914000000000000
2662,9,1288,1335,9,19.8900,5.3703000000000000
2663,4,1289,2833,3,286.3440,-64.4274000000000000
2664,4,1290,1019,2,60.4160,6.0416000000000000
2665,3,1290,3970,5,180.9800,-470.5480000000000000
2666,8,1290,3519,2,4.7120,-1.8848000000000000
2667,3,1290,166,2,11.2120,-16.8180000000000000
2668,4,1291,965,7,52.1360,5.8653000000000000
2669,4,1292,163,1,3.3040,1.0738000000000000
2670,4,1293,4077,5,447.8400,11.1960000000000000
2671,4,1294,3634,3,37.0560,13.8960000000000000
2672,9,1294,3127,3,51.4500,13.8915000000000000
2673,9,1294,342,3,7.8600,3.6156000000000000
2674,9,1294,2266,1,10.9800,2.9646000000000000
2675,4,1295,1558,4,57.5680,5.7568000000000000
2676,9,1296,1057,2,15.2800,7.4872000000000000
2677,9,1296,4151,2,4.3600,2.0492000000000000
2678,9,1296,3464,5,619.9500,111.5910000000000000
2679,9,1296,3818,5,279.9000,137.1510000000000000
2680,4,1297,4194,8,221.0560,77.3696000000000000
2681,9,1297,3631,3,540.5700,140.5482000000000000
2682,9,1297,3508,9,2518.2900,654.7554000000000000
2683,4,1297,605,3,13.9200,4.8720000000000000
2684,9,1297,747,2,8.5600,3.8520000000000000
2685,4,1297,2133,3,71.9760,8.9969999999999900
2686,9,1297,1578,2,23.3600,11.6800000000000000
2687,9,1298,502,3,501.8100,0.0000000000000000
2688,9,1298,3483,3,8.6400,4.2336000000000000
2689,9,1298,1768,4,191.6000,91.9680000000000000
2690,9,1298,3632,2,12.9600,6.2208000000000000
2691,9,1298,228,3,35.9700,9.7119000000000000
2692,9,1298,3434,2,9.8200,4.8118000000000000
2693,9,1299,437,4,895.9200,421.0824000000000000
2694,9,1300,3813,4,13999.9600,6719.9808000000000000
2695,9,1300,1125,3,20.0400,9.6192000000000000
2696,9,1300,671,2,32.4800,4.8720000000000000
2697,4,1301,3249,2,3.2640,1.1016000000000000
2698,3,1301,39,2,2.7240,-4.3584000000000000
2699,7,1301,3156,2,300.5328,-97.2312000000000000
2700,4,1301,3894,8,33.7920,10.5600000000000000
2701,4,1302,1494,2,225.2960,22.5296000000000000
2702,4,1303,3,4,167.9680,62.9880000000000000
2703,4,1303,72,8,1113.0240,111.3024000000000000
2704,9,1304,4245,5,168.1000,43.7060000000000000
2705,9,1304,4177,5,1287.4500,244.6155000000000000
2706,9,1305,224,3,123.9600,11.1564000000000000
2707,9,1305,1848,5,51.7500,24.8400000000000000
2708,10,1306,2657,1,0.8520,-0.5964000000000000
2709,8,1307,3077,5,127.8800,-67.1370000000000000
2710,4,1307,3167,3,1554.9360,77.7468000000000000
2711,1,1307,3089,4,344.3720,-93.4724000000000000
2712,4,1308,2889,4,73.5360,9.1919999999999900
2713,4,1309,2300,2,177.5680,-37.7332000000000000
2714,4,1309,1565,3,27.0960,2.0322000000000000
2715,4,1309,3753,3,6.9120,2.5056000000000000
2716,4,1310,1935,1,39.9920,7.4985000000000000
2717,4,1311,876,5,67.9600,0.8495000000000030
2718,10,1311,718,4,11.9760,-9.1816000000000000
2719,10,1311,2784,4,17.9040,-14.9200000000000000
2720,10,1311,1034,6,703.7100,-938.2800000000000000
2721,4,1312,316,3,59.9760,11.9952000000000000
2722,10,1312,1524,5,4499.9850,-6599.9780000000000000
2723,10,1312,1767,2,456.5880,-304.3920000000000000
2724,4,1313,911,4,124.0320,44.9616000000000000
2725,3,1313,361,6,17.9040,-31.3320000000000000
2726,4,1313,1816,1,132.1600,9.9120000000000000
2727,1,1314,358,2,183.3720,-36.6744000000000000
2728,4,1315,1483,3,158.3760,13.8579000000000000
2729,4,1315,2631,5,61.6800,5.3970000000000100
2730,4,1316,3011,3,21.3120,7.9920000000000000
2731,4,1317,1492,3,170.1360,-8.5067999999999900
2732,9,1318,1171,4,45.3600,22.2264000000000000
2733,9,1318,336,6,78.6600,36.1836000000000000
2734,12,1318,3913,2,384.7680,-115.4304000000000000
2735,4,1319,2186,9,151.0560,7.5528000000000000
2736,4,1320,2289,3,165.6000,-6.2100000000000200
2737,4,1320,2723,10,51.8400,18.1440000000000000
2738,4,1321,1189,3,218.3760,-10.9188000000000000
2739,4,1321,4127,3,32.9520,6.5904000000000000
2740,4,1321,1598,5,59.2000,22.2000000000000000
2741,4,1322,2416,1,7.9920,2.5974000000000000
2742,9,1323,3014,3,152.9400,41.2938000000000000
2743,4,1324,3107,5,23.9200,1.7940000000000000
2744,4,1324,3923,6,479.9520,107.9892000000000000
2745,9,1325,1239,3,19.4400,9.3312000000000000
2746,4,1325,2011,7,2799.9440,1014.9797000000000000
2747,11,1325,368,2,127.7640,21.2940000000000000
2748,9,1325,2833,3,357.9300,7.1586000000000100
2749,9,1325,2271,3,79.4400,30.1872000000000000
2750,4,1326,3481,6,604.7520,37.7970000000000000
2751,9,1326,1816,2,330.4000,85.9040000000000000
2752,4,1327,564,1,14.2000,3.3725000000000000
2753,1,1328,4343,2,398.9720,-28.4980000000000000
2754,10,1328,264,7,8.0010,-5.6007000000000000
2755,4,1328,53,4,15.9360,5.1792000000000000
2756,4,1329,869,3,254.3520,0.0000000000000000
2757,4,1330,120,7,111.1040,8.3328000000000000
2758,9,1331,3733,7,37.6600,18.4534000000000000
2759,9,1332,2149,9,278.8200,125.4690000000000000
2760,9,1332,2367,2,361.9600,83.2508000000000000
2761,9,1332,3145,2,61.9600,16.1096000000000000
2762,9,1333,301,2,27.4600,9.8856000000000000
2763,9,1334,2853,2,411.8000,70.0060000000000000
2764,9,1334,2097,1,84.9900,30.5964000000000000
2765,9,1334,1318,7,1586.6900,412.5394000000000000
2766,9,1334,391,5,199.9500,63.9840000000000000
2767,4,1335,3423,2,92.9600,31.3740000000000000
2768,9,1335,4019,5,16.4000,7.0520000000000000
2769,4,1335,2966,2,135.9840,16.9980000000000000
2770,9,1335,4196,5,204.8500,53.2610000000000000
2771,9,1336,1922,3,101.9400,30.5820000000000000
2772,9,1336,441,3,8.3400,2.2518000000000000
2773,9,1336,2893,1,6.6800,3.2064000000000000
2774,4,1337,4199,3,10.2720,3.2100000000000000
2775,4,1337,530,2,108.7840,6.7990000000000100
2776,10,1337,1993,7,86.0580,-63.1092000000000000
2777,4,1337,1600,3,23.4720,7.6284000000000000
2778,4,1338,206,8,88.9600,10.0080000000000000
2779,9,1339,2168,7,41.8600,14.2324000000000000
2780,9,1339,152,5,199.9500,21.9945000000000000
2781,9,1340,4149,2,3.7600,1.0904000000000000
2782,9,1340,2640,7,1322.9300,357.1911000000000000
2783,9,1341,2260,4,52.4400,24.1224000000000000
2784,4,1342,1682,5,14.7600,4.9815000000000000
2785,12,1342,2816,5,118.6500,19.7750000000000000
2786,10,1342,3350,3,33.2820,-27.7350000000000000
2787,9,1343,4258,4,46.0000,20.7000000000000000
2788,9,1343,1903,2,160.3200,44.8896000000000000
2789,9,1343,2092,2,127.8800,40.9216000000000000
2790,9,1344,1782,3,40.7400,0.4073999999999990
2791,9,1345,1017,4,11.5200,5.6448000000000000
2792,9,1345,2734,3,12.7200,6.3600000000000000
2793,4,1346,1529,5,13.1200,2.1320000000000000
2794,4,1346,4000,7,239.4560,17.9592000000000000
2795,4,1346,335,5,396.9200,148.8450000000000000
2796,4,1346,3760,5,62.0400,4.6530000000000000
2797,12,1346,2545,9,1889.9460,-377.9892000000000000
2798,4,1346,36,2,9.2480,3.3524000000000000
2799,9,1347,686,3,65.9400,22.4196000000000000
2800,9,1347,3348,7,1000.0200,290.0058000000000000
2801,4,1347,1358,9,2793.5280,942.8157000000000000
2802,3,1348,3285,5,1889.9900,-2929.4845000000000000
2803,9,1349,2833,7,835.1700,16.7034000000000000
2804,4,1350,1977,6,23.9040,7.7688000000000000
2805,10,1351,158,3,11.6730,-7.7820000000000000
2806,4,1352,737,3,10.2720,3.2100000000000000
2807,3,1352,2920,3,182.9940,-320.2395000000000000
2808,4,1353,1300,4,211.1680,15.8376000000000000
2809,4,1353,2053,5,583.8000,72.9749999999999000
2810,9,1353,183,5,22.5500,8.7945000000000000
2811,9,1353,3360,2,14.6200,6.8714000000000000
2812,3,1354,359,4,3.6560,-5.8496000000000000
2813,8,1354,3672,5,14.7600,-11.4390000000000000
2814,4,1355,1732,5,8.0400,2.9145000000000000
2815,1,1355,3329,3,317.0580,-86.0586000000000000
2816,4,1355,3174,4,41.5680,-4.1568000000000000
2817,9,1356,2740,4,30.3600,13.0548000000000000
2818,4,1357,3886,4,46.6880,-2.9180000000000000
2819,1,1358,714,2,489.2300,41.9340000000000000
2820,9,1359,2103,7,41.8600,10.4650000000000000
2821,10,1360,2138,1,7.4760,-5.9808000000000000
2822,9,1361,1064,5,16.4000,4.7560000000000000
2823,12,1362,1247,5,998.8500,-199.7700000000000000
2824,9,1363,4278,3,17.9400,3.0498000000000000
2825,9,1363,2792,2,2321.9000,1114.5120000000000000
2826,5,1364,2298,3,219.0750,-131.4450000000000000
2827,7,1365,1045,7,956.6648,-225.0976000000000000
2828,4,1366,1939,8,119.6160,40.3704000000000000
2829,9,1366,4109,1,8.5700,2.2282000000000000
2830,9,1366,3352,3,8.3400,2.1684000000000000
2831,9,1367,1142,2,129.9800,62.3904000000000000
2832,9,1368,2114,9,629.6400,107.0388000000000000
2833,4,1369,3729,3,31.2000,9.7500000000000000
2834,4,1369,4090,2,9.3440,1.1680000000000000
2835,4,1370,1974,2,129.5680,-24.2940000000000000
2836,4,1371,2573,4,211.1680,18.4772000000000000
2837,4,1372,3317,1,5.1840,1.8144000000000000
2838,1,1372,1401,3,62.9580,-2.6982000000000000
2839,4,1372,1273,4,6.9760,1.8312000000000000
2840,3,1372,28,6,92.0640,-225.5568000000000000
2841,4,1373,1376,4,49.4080,18.5280000000000000
2842,9,1374,4179,3,51.4500,13.8915000000000000
2843,4,1375,3,3,125.9760,47.2410000000000000
2844,9,1375,6,6,257.6400,100.4796000000000000
2845,4,1376,2737,4,387.1360,4.8391999999999900
2846,4,1377,920,2,49.5680,17.9684000000000000
2847,4,1378,2426,7,419.9440,52.4930000000000000
2848,9,1379,704,4,192.8000,55.9120000000000000
2849,9,1380,1310,3,89.9700,37.7874000000000000
2850,9,1381,3355,8,116.4000,52.3800000000000000
2851,4,1382,904,1,15.2160,2.2824000000000000
2852,4,1382,243,5,166.8400,18.7695000000000000
2853,4,1382,18,2,10.3680,3.6288000000000000
2854,9,1383,1935,2,99.9800,34.9930000000000000
2855,9,1384,4079,5,807.7500,153.4725000000000000
2856,4,1384,635,2,10.0480,3.1400000000000000
2857,9,1385,2849,5,14.7000,3.9690000000000000
2858,4,1385,474,3,5.1840,1.8144000000000000
2859,9,1385,1489,4,720.7600,187.3976000000000000
2860,9,1385,1409,5,61.4000,28.8580000000000000
2861,9,1385,553,9,467.4600,191.6586000000000000
2862,9,1385,993,4,129.9200,38.9760000000000000
2863,9,1385,1875,3,67.7100,32.5008000000000000
2864,9,1386,1055,3,33.6300,10.0890000000000000
2865,9,1386,4199,10,42.8000,19.2600000000000000
2866,9,1386,902,2,37.9400,18.2112000000000000
2867,4,1387,2383,3,23.8320,6.5538000000000000
2868,9,1388,3286,2,199.9800,69.9930000000000000
2869,4,1389,2032,3,14.0880,4.9308000000000000
2870,3,1389,3421,5,33.2800,-49.9200000000000000
2871,3,1390,1445,5,760.9800,-1141.4700000000000000
2872,4,1391,2583,2,40.0000,0.5000000000000000
2873,9,1392,3725,6,43.8000,20.5860000000000000
2874,9,1393,4254,2,21.3400,9.8164000000000000
2875,4,1394,1897,2,24.3680,-3.3506000000000000
2876,9,1394,420,2,30.5600,10.3904000000000000
2877,9,1394,3805,10,31.5000,15.1200000000000000
2878,9,1394,3930,2,8.9600,4.3008000000000000
2879,4,1395,1311,2,841.5680,294.5488000000000000
2880,9,1396,106,3,182.9400,85.9818000000000000
2881,4,1397,3712,8,454.2720,-73.8192000000001000
2882,4,1398,4052,3,45.5280,15.9348000000000000
2883,4,1399,49,3,506.2800,177.1980000000000000
2884,4,1399,2496,3,859.2000,75.1800000000001000
2885,9,1400,3561,2,17.4600,8.2062000000000000
2886,9,1400,3226,2,45.9800,19.7714000000000000
2887,4,1401,648,7,310.6880,108.7408000000000000
2888,1,1402,2342,2,141.3720,-14.1372000000000000
2889,9,1403,6,5,214.7000,83.7330000000000000
2890,9,1403,1303,2,13.0800,6.0168000000000000
2891,4,1403,3128,3,90.4800,33.9300000000000000
2892,9,1403,3442,2,12.5600,4.0192000000000000
2893,9,1404,3387,1,2.8800,0.8064000000000000
2894,9,1404,4114,9,32.1300,8.3538000000000000
2895,4,1405,955,3,16.2720,5.2884000000000000
2896,4,1406,4010,13,39.3120,12.7764000000000000
2897,12,1406,2703,2,273.0600,-104.6730000000000000
2898,10,1406,15,1,13.0230,-10.4184000000000000
2899,4,1406,3475,7,158.9280,41.7186000000000000
2900,4,1407,632,4,133.4720,15.0156000000000000
2901,4,1407,600,7,139.9440,-31.4874000000000000
2902,4,1407,327,4,438.3680,38.3572000000000000
2903,4,1408,2588,4,22.7200,7.3840000000000000
2904,4,1408,3122,3,213.4800,16.0110000000000000
2905,9,1408,1830,2,8.5600,2.4824000000000000
2906,4,1409,797,6,100.7040,37.7640000000000000
2907,9,1409,307,5,174.9500,12.2465000000000000
2908,9,1409,122,3,46.7400,11.6850000000000000
2909,4,1409,601,8,242.6240,27.2952000000000000
2910,9,1409,3172,4,192.1600,92.2368000000000000
2911,9,1409,400,1,299.9900,89.9970000000000000
2912,9,1410,2933,1,43.1300,18.1146000000000000
2913,9,1411,1285,5,152.8000,76.4000000000000000
2914,4,1412,2469,2,18.5440,3.0134000000000000
2915,4,1412,3299,2,10.8480,3.5256000000000000
2916,9,1413,1224,5,32.4000,15.5520000000000000
2917,9,1413,829,2,12.9600,6.2208000000000000
2918,9,1413,1335,3,6.6300,1.7901000000000000
2919,9,1414,1054,8,327.8400,157.3632000000000000
2920,9,1414,3895,2,79.1000,39.5500000000000000
2921,4,1415,4178,2,71.0880,-1.7772000000000000
2922,9,1416,1687,4,87.9200,26.3760000000000000
2923,9,1417,3089,3,368.9700,40.5867000000000000
2924,9,1417,2173,7,1526.5600,427.4368000000000000
2925,9,1417,3106,1,90.9900,14.5584000000000000
2926,4,1418,4003,1,120.7120,-18.1068000000000000
2927,9,1419,3438,9,56.5200,21.4776000000000000
2928,4,1420,2756,3,359.9760,130.4913000000000000
2929,9,1420,3762,5,24.2000,7.9860000000000000
2930,9,1421,4276,3,9.2400,4.4352000000000000
2931,9,1421,3942,3,8.9400,0.6257999999999990
2932,9,1421,289,3,12.5400,4.5144000000000000
2933,9,1422,1358,1,387.9900,182.3553000000000000
2934,11,1423,3294,9,1522.6380,169.1820000000000000
2935,9,1424,3918,3,5.4000,2.5920000000000000
2936,9,1424,1992,1,7.2800,3.4944000000000000
2937,9,1425,1856,4,872.3200,244.2496000000000000
2938,9,1425,4255,3,49.5300,23.7744000000000000
2939,9,1425,3527,3,17.0400,7.6680000000000000
2940,9,1425,1185,9,1606.2300,481.8690000000000000
2941,4,1426,22,2,18.4800,6.0060000000000000
2942,9,1427,2400,2,127.9600,60.1412000000000000
2943,9,1427,144,3,21.2400,8.0712000000000000
2944,9,1428,2031,3,40.4400,10.5144000000000000
2945,11,1428,1318,2,408.0060,72.5344000000000000
2946,9,1429,3262,7,43.1900,20.7312000000000000
2947,9,1429,3909,5,114.9500,2.2990000000000100
2948,9,1429,4129,7,706.8600,197.9208000000000000
2949,9,1430,2617,8,7.9200,3.4848000000000000
2950,9,1431,3849,4,119.8000,47.9200000000000000
2951,9,1431,2566,2,24.5600,6.8768000000000000
2952,4,1432,2521,1,146.0400,-12.7785000000000000
2953,9,1433,251,3,12.7800,5.2398000000000000
2954,9,1434,834,1,9.9800,2.7944000000000000
2955,3,1435,2937,3,1.7880,-3.0396000000000000
2956,4,1435,1475,3,95.9760,-10.7973000000000000
2957,4,1435,2154,7,64.6240,22.6184000000000000
2958,4,1436,116,2,143.7280,-32.3388000000000000
2959,9,1437,59,2,227.9600,36.4736000000000000
2960,4,1438,3414,3,184.7520,-20.7846000000000000
2961,4,1438,2573,7,369.5440,32.3351000000000000
2962,4,1438,3974,7,2357.4880,884.0580000000000000
2963,4,1439,2548,2,107.6480,33.6400000000000000
2964,9,1440,1205,1,6.4800,3.1104000000000000
2965,9,1441,2528,2,13.3600,6.4128000000000000
2966,4,1441,1427,6,41.2800,13.9320000000000000
2967,9,1442,2073,9,47.5200,21.3840000000000000
2968,9,1442,2964,2,12.9600,6.2208000000000000
2969,4,1442,1407,9,2887.0560,180.4410000000000000
2970,4,1442,1655,2,31.9840,-7.9960000000000000
2971,9,1442,1981,3,254.9700,91.7892000000000000
2972,4,1442,694,5,91.9600,-20.6910000000000000
2973,4,1442,2288,2,12.6720,4.7520000000000000
2974,10,1443,2491,2,5.2140,-4.1712000000000000
2975,10,1443,605,6,10.4400,-7.6560000000000000
2976,5,1443,2665,6,455.9700,-218.8656000000000000
2977,9,1444,793,1,6.6800,3.2064000000000000
2978,9,1445,3126,2,9.9600,4.8804000000000000
2979,10,1446,552,4,7.6560,-6.1248000000000000
